,label,text,target
2571,ham,"Subject: enron nom for february 16 , 2001
( see attached file : hplno 216 . xls )
- hplno 216 . xls",yes
3748,spam,"Subject: holiday e - cards
gbhzivjwl",no
4010,spam,"Subject: , si , ze does - matt ` er ; no r "" eally ^ fyjlxqcbp
hey , my girlfriend bought me these penls pil 1 s and let me tell you ,
they have done some amazing things . i have stronger
erectlons ,
my desire has increased and of course , the surprise is that i gained
1
inch
in length . i know it ' s not a lot but it is a beginning .
you should try this
find out more
no more
offers
",no
4072,spam,"Subject: oem software at cheap prices - fortnight
looking for not expensive high - quality software ?
we might have just what you need .
windows xp professional 2002 . . . . . . . . . . . . $ 50
adobe photoshop 7 . 0 . . . . . . . . . . . . . . . . . . . . . $ 60
microsoft office xp professional 2002 . . . . $ 60
corel draw graphics suite 11 . . . . . . . . . . . . . $ 60
and lots more . . .
remove me
",no
1878,ham,"Subject: from your coach
daren . . .
how are you ? its been a while since we spoke . i ' m interested in knowing if
you would like to keep our coaching sessions alive .
please let me know what your intentions are and if we can schedule a
meeting .
thanks . . . i hope things are going well .
dwight dawson
teamleadership center
713 446 - 8025 ( cell phone )
713 942 - 8326 ( office )
713 942 - 1707 ( fax )
281 550 - 8304 ( home )
ddd @ teamlead . com",yes
186,ham,"Subject: equistar sale off of tejas or midcon
fyi . . . . for febo 0 only , equistar asked we deliver the gas under sitara
106736 to hpl meter 1373 instead ( the plant it was originally going to is
having some maintenance being done in feb ) .
while i ' ve already change the delivery point in the sitara ticket , maybe
something needs to bve done to the risk assignment . . . . .",yes
2224,ham,"Subject: hpl meter # 985579
gary :
hpl received volumes at the above meter during 1 / 1 / 99 thru 6 / 99 . prior to
1 / 1 / 99 , ena was purchasing some of the volumes from i p petroleum under
contract # 016 - 44386 - 102 ; deal # 341832 . this deal expired 12 / 31 / 99 , but the
volumes continued to flow and be allocated to i p petroleum by pioneer .
since there was no deal to cover these volumes , these volumes were allocated
to hpl strangers gas contract .
volume mgmt had previously requested a deal to cover these volumes from
someone , but never received one .
here are the months and volumes that need resolution :
prod . mth mmbtus
jan . 99 6 , 510
feb . 99 6 , 395
mar . 99 14 , 789
apr . 99 16 , 866
may . 99 8 , 415
jun . 99 13 , 858
total 66 , 833
possible solution :
1 . need a deal to cover the periods in question , or
2 . provide authorization to writeoff the volumes . ( print & return original
to clem cernosek )
approval to writeoff the volumes to unaccounted for gas loss
ps : my understanding is that neither i p petroleum nor pioneer have
addressed any issues concerning these volumes .",yes
957,ham,"Subject: new nomination - tejas
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 13 / 2000
01 : 19 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 13 / 2000 11 : 07 : 59 am
to :
cc :
subject : new nomination
see attached .
- enron nom change . xls",yes
1709,ham,"Subject: re : october wellhead
the heatherlock deal had a single transaction agreement attached to it . when
the contract ended the deal ended .
the other two i believe we just need a email from vance or donald setting up
a spot ticket .
vance could you look into that ? do i have the wrong contract attached ? or
is there a new contract . for camden & north central , are those just going to
be spot tickets ?
julie
daren j farmer
09 / 28 / 2000 07 : 41 am
to : robert cotten / hou / ect @ ect , julie meyers / hou / ect @ ect
cc :
subject : october wellhead
i have rolled or input the following deals for october .
crosstex 138553 2
duke 418429 139
hesco 394798 500
swift 418431 322
tri - union 418432 700
vintage 403367 300
whiteoak 418434 96
whiting 418436 100
so , i am showing that the only deals we have outstanding for oct are :
camden / 9858 3000
heatherlock / 6879 544 ( previous deal # 133010 )
north central / 5228 3000
julie - please check these deals for the correct contract / terms . also ,
please look into heatherlock . vance is noming gas for this deal . however ,
the deal ticket does not have an evergreen flag . when i tried to roll another
month , i got a message that another contract was needed .
thanks .
d",yes
3605,ham,"Subject: zero path termination in path manager
matt / ben :
i am responding to your request for comments on revising path manager by expanding the parameters of the path termination process to include zero volume paths on the last day of the month as a way to speed up unify response and retrieve times .
based on my interviews of various desks including aep and calgary and our recent discussions , we find a legitimate business need to allow zero volume paths to roll from month to month ( requirements contracts on wellhead gas ) . following is a recap of what is proposed to be done regarding zero path termination .
1 . all paths that are zero on the last day of a month ( exception noted in # 2 below ) will terminate on that day and will no longer roll into the following month .
this path termination out function will run every night . any paths changed to zero retroactively will zero out future month ' s paths unless a volume
is on that path in the future month .
2 . zero paths marked as "" always send nominations "" will continue to roll from month to month until changed to some other nomination option . it appears that hpl
( 736 paths ) and nigas ( 1136 paths ) might have some paths rolling that no longer need to . a special one time handling of these paths will be coordinated with the
scheduler when you are ready .
3 . zero paths which roll from month to month using the "" volume management - do not send "" function will cease to do so . this was agree to by patti in regards to
paths for oba tracking .
all :
please respond via e - mail with any comments .
richard
x 37339",yes
2939,ham,"Subject: re : e mail list for class
please respond to great idea , byron !
everybody ,
i ' ve created a new moderated list at http : / / . listbot . com /
if you are interested in hearing info ( from anyone , not just me ) about the
bammel road young families class , please go to the address above to
subscribe to the list .
it ' s free .
then , if you have anything that you want to share with the class , just
e - mail it to @ listbot . com .
- ram .
- - - - - original message - - - - -
from : byron w . ellis , cfp , clu , chfc [ mailto : byronellis @ usa . net ]
sent : friday , march 30 , 2001 8 : 31 am
to : ram tackett
subject : e mail list for class
what do you think about creating and maintaining an e mail address that will
automatically send an e mail to everyone in our class ? that way anyone that
wanted to blanket the class could always do so without going through you all
the time .
byron
"" make all you can , save all you can , give all you can . ""
john wesley
byron w . ellis , cfp ? , clu , chfc
senior financial advisor
american express financial advisors
ids life insurance company
1450 lake robbins drive
suite 100
the woodlands , tx 77380
phone 281 . 367 . 8658
fax 281 . 364 . 9628
e mail byronellis @ usa . net",yes
313,ham,"Subject: re : lst rev feb . 2000 josey ranch nom
daren i since you were at the offsite i went ahead and changed the volume
down to 12 , 400 from 13 , 000 .",yes
754,ham,"Subject: well head
shoreline wants to increase the volume at meter 9830 for the 10 th gas day .
this is a new meter so there is not much history to it . they want to go from
535 to 750 . last month it flowed in the upper 500 ' s but it didn ' t come on
till the 21 st of the month .",yes
1681,ham,"Subject: eastrans october first of the month nominations
effective 10 / 1 / 00 deliveries to eastrans is 30 , 000 mmbtu / dy
the redeliveries will be :
7600 from fuels cotton valley
22400 to pg & e",yes
3998,spam,"Subject: we have all your favorite programs at incredibly low prices
windows x . p professi 0 nal update
we might have just what you need :
microsoft office x . p pro 2 oo 2 . . . . . . . . . . . . . . . . . loo dollars
windows x . p pro 2 oo 2 . . . . . . . . . . . . . . 5 o dollars
more information : http : / / bobztz . info / ? f 9 d 60 wd 5570 afo 803 a 5100 e 46 af 267 e 3
we also have :
adobe photoshop 8 . o . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 8 o dollars
corel draw 12 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 12 o dollars
the offer is valid untill june 14 th
stock is limited
nice meeting you
marlin keyes
tinker
haberman associates / the biopharmaceutical consortium , wayland , 01778 , united states of america
phone : 941 - 151 - 7741
mobile : 416 - 171 - 7172
email : fwsnqbwwehr @ ipeg . com
your reply to this confirmation message is not needed
this shareware is a 89 second trial download
notes :
the contents of this message is for usage and should not be boa birch
gemini country vanguard
time : thu , 20 may 2004 11 : 03 : 07 + 0200
",no
4528,spam,"Subject: toshiba manufacturer refurbished notebooks
toshiba manufacturer
refurbishednotebooks
computron will remain closed on dec
2 nd on the occasion of uae national
day
deals of the week ( about refurbished
- please see
below )
toshiba satellite
model
part no . #
processor
ram
hdd
drive
screen
o / s
nic
wireless
condition
prices
a 45 - sl 202
psa 40 u - 06 fv 36
celeron 2 . 6 g
256
40
dvd / cdrw
15 xga
xpp
10 / 100
refurb / 90 days
$
875 . 00
a 65 - sl 26
psa 60 u - 02 kol 5
celeron 2 . 8 g
256
60
dvd / cdrw
15 xga
xph
10 / 100
wifi
refurb / 90 days
$
895 . 00
a 45 - sl 51
psa 40 u - 0 clsnvb
p 4 2 . 8 g
512
60
dvd / cdrw
15 xga
xph
10 / 100
wifi
refurb / 90 days
$ 1080 . 00
a 75 - s 206
psa 70 u - 003002 b
p 4 2 . 8 g
512
60
dvd / cdrw
15 . 4 xga
xph
10 / 100
wifi
refurb / 90 days
$ 1105 . 00
a 65 - sl 065
p 4 2 . 8 g
512
60
dvd / cdrw
15 xga
xpp
10 / 100
wifi
refurb / 90 days
$ 1145 . 00
a 55 - s 306
psa 50 u - 03 to 2 e
centrinol . 5 g
256
40
dvd / cdrw
15 xga
xph
10 / 100
( 802 . 11 g ) wifi
refurb / 90 days
$ 1160 . 00
a 65 - sl 762
psa 60 u - 019017
p 4 3 . 2 g
512
60
dvd rewriter
15 xga
xph
10 / 100
( 802 . 11 b / g ) wifi
refurb / 90 days
$ 1210 . 00
a 55 - s 326
psa 50 u - 03 co 21
centrinol . 6 g
512
60
dvd rewriter
15 . 1 xga
xph
10 / 100
( 802 . 11 b / g ) wifi
refurb / 90 days
$ 1260 . 00
a 75 - s 226
p 4 3 . 06 g
512
60
dvd - rw super multi
15 . 4 wxga
xph
10 / 100
wifi
refurb / 90 days
$ 1275 . 00
pl 5 - s 420
pspl 0 u - 3 zj 97 v
p 4 3 . 0 g
512
80
dvd rewriter
15 . 4 wxga
xph
10 / 100
wifi
refurb / 90 days
$ 1290 . 00
m 35 - s 320
psm 30 u - 7100 qvb
centrinol . 5 g
512
60
dvd / cdrw
15 . 4 wxga
xph
10 / 100
wifi
refurb / 90 days
$ 1295 . 00
p 25 - s 520
psp 20 u - 3 f 68 zv
p 4 3 . 0 g
512
80
dvd rewriter
17 xga
xph
10 / 100
wifi
refurb / 90 days
$ 1360 . 00
pl 5 - s 470
pspl 0 u - 0 ggpgr
p 4 3 . 0 g
512
60
dvd rewriter
15 . 4 wxga
xpmc
10 / 100
wifi
refurb / 90 days
$ 1460 . 00
m 35 - s 456
psm 33 u - 001001
centrinol . 7 g
512
80
dvd - rw super multi
15 . 4 wxga
xph
10 / 100
( 802 . 11 g ) wifi
refurb / 90 days
$ 1560 . 00
for
arabic / french / russian . . . . . keyboards add @
$ 66 . 00
* * 56 k fax modem
standard with most models * *
all logos and
trademarks are the property of their respective
owners
refurbs save cash ! why hesitate getting the best
value by getting the exact same equipment , with original
manufacturers warranty at a much lower price .
q :
what
is considered factory refurbished ?
a : there are lots of
things that can label items factory refurbished . some are so
frivolous , its laughable . but because consumer laws prevent
manufacturers from selling anything considered factory refurbished
as "" new "" , the second consumer gets the best deal . here are a few
examples :
manufacturers /
distributors are not allowed to export outside their territory /
country .
to avoid
"" disturbing "" the dealer / reseller channel in different
countries , manufacturers and distributors cannot export the
product , as new and therefore label it as refurb .
most major retail
superstores offer a 30 - day money back guarantee on their
products and there are those consumers that just simply take
advantage of that . these items are returned to the manufacturer ,
inspected and repackaged like new .
items where the
box or casing was damaged in shipment , which are returned to the
manufacturer .
the item was
returned to the manufacturer because of a slight defect . the
part that was defective was replaced by the manufacturer , tested
and then repackaged just like new .
the item was
returned because of a minor cosmetic blemish on the casing that
was corrected .
demonstration
units are also considered factory refurbished . these units are
inspected , tested and repackaged .
the box was simply
opened . thats it !
brand new
overstocked items are also labeled factory refurbished .
all factory
refurbished products are inspected serviced by the
manufacturer then tested and repackaged to meet original product
specifications . all
merchandise is warranted by the original manufacturer
.
your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale
listing contact our sales
department .
for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works , jebel ali
duty free zone
fax + 971 4
8834454
www . computron - me . com
prices and availability subject to change without
notice .
usa -
canada u . a . e .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 7 , just follow this link :
click the link , or copy and paste the address into your browser .",no
1755,ham,"Subject: enron / hpl acutals for october 3 , 2000
teco tap 60 . 000 / enron ; 68 . 333 / hpl iferc
ls hpl lsk ic 15 . 000 / hpl iferc",yes
478,ham,"Subject: transport contracts
d -
the oasis contract # s are : 028 27099 201
028 27099 202
028 27099 203
028 27099 204
pg & e contract # s are : 5095 - 037
5098 - 695
9121
5203 - 010
pg & e parking and lending contracts awaiting approval : pleo 0004
plao 0004",yes
4695,spam,"Subject: microsoft update warning - january 7 th
minnesota , which can clinch a wild - card
playoff spot with a loss by either carolina or st . louis this weekend , appeared on
its way to retaking the lead . but a holding penalty on birk - - the vikings were
flagged nine times for 78 yards - - wiped out a 16 - yard run by michael bennett that
would have given them the ball at the green bay 40 just before the 2 - minute warning .
the vikings ( 8 - 7 ) , though , couldn ' t
get what they needed from a pass defense that has struggled all season .
government spokesman raanan gissin
said four soldiers were killed .
six people were taken to hospital - -
four badly hurt , one with moderate injuries and one lightly injured , military
sources said .
the sources said another soldier
remained beneath the rubble .
gissin said rescue operations were
continuing sunday night .
the attack "" indicates that unless
there is decisive and sustained effort taken to dismantle the terrorist
organization , it will be impossible to move towards normalizations and towards
political negotiations , "" gissin told a news crew . "" and i think the
responsibility on that lies with the palestinian authority . ""
shortly after the first blast , a
second explosion was heard in southern gaza , but its precise location was not
immediately known .
hamas , in a phone call to cnn , said
it had set off the first explosion near rafah in cooperation with a group called
the fatah hawks .
there was no immediate information
available on that group , although it was believed to be linked to the fatah
movement formerly led by the late palestinian leader yasser arafat .
israeli military sources said it was
a coordinated attack , with palestinians firing mortar shells and guns at the
post when the explosives were detonated .
it was not clear whether there were
palestinian casualties .
news video of the aftermath showed
soldiers using stretchers to transport troops who appeared to be severely
wounded .
in a pamphlet distributed after the
attack , hamas said it had used 1 . 5 tons of explosives and had recorded video of
the incident .
palestinians have used tunnels in the
area to smuggle weapons from egypt . israel has carried out operations to crack
down on the smuggling . shell explosion in schoolyard
an israeli tank shell exploded in a
gaza schoolyard sunday morning , wounding eight palestinian schoolchildren ,
palestinian medical and security sources said .
the children between the ages of 6
and 12 - - sustained moderate to light injuries , the sources said .
the violence happened in khan yunis
in central gaza
israeli military sources said that
forces in the area identified what they thought was a number of mortar shells
being fired towards israeli settlements nearby .
in response , the forces fired towards
the positions with light weapons , but did not fire a tank shell , the military
sources said .",no
4460,spam,"Subject: 
want a rolex watch ?
",no
790,ham,"Subject: global octane for may 2000
attached is a m - t - d daily reading of gas that has flowed at meter # : 1528
during may 2000 production .
this data is provided to inform you of the activity at this meter .
hpl is the only counterparty doing business at this meter thus , sitara
ticket # 92887 will take the swing .",yes
4727,spam,"Subject: 
",no
1321,ham,"Subject: re : industrial report
since unify { mop } is down today it will be impossible to meet my
aggressive deadline for completing
the "" ken seaman "" report .
once the system is up and running , i will complete the report and
the julie meyers report .
i am updating both reports with the information available .
this message really is intended for gary because daren and pat is
aware of my situation .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 01 / 2000
02 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd on 07 / 31 / 2000 09 : 50 am
to : pat clynes / corp / enron @ enron
cc : daren j farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect , robert e
lloyd / hou / ect
subject : re : industrial report
i will have the "" ken seaman "" file completed by the end of day august lst .
enron north america corp .
from : pat clynes @ enron 07 / 31 / 2000 09 : 40 am
to : robert e lloyd / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , daren j farmer / hou / ect @ ect , gary a
hanks / hou / ect @ ect
subject : re : industrial report
i am referring to ken seaman ' s file which provides additional information .
we definitely need ken ' s
file completed by aug lst . and distributed to our group , daren farmer , and
gary hanks . both files should
be completed and can be linked on duplicate information . thanks , pat
robert e lloyd @ ect
07 / 31 / 2000 09 : 29 am
to : pat clynes / corp / enron @ enron
cc : robert e lloyd / hou / ect @ ect , daren j farmer / hou / ect @ ect , gary a
hanks / hou / ect @ ect
subject : re : industrial report
i am confused . what file do you want me to update ; julie meyers file or ken
seaman file ?
both files provide similar data which is helpful to all of our support
groups .
to prepare both files i feel is a duplicate of my efforts . please let
know if you want both files updated
and the approximate time table for completion .
enron north america corp .
from : pat clynes @ enron 07 / 31 / 2000 09 : 02 am
to : robert e lloyd / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect
subject : re : indutrial report
robert ,
this is the file that i referenced in my last email . please get this file
going again . thanks , pat
daren j farmer @ ect
02 / 25 / 2000 04 : 52 pm
to : robert e lloyd / hou / ect @ ect
cc : pat clynes / corp / enron @ enron
subject : indutrial report
robert ,
ken developed an industrial report before he left . it can be found at
o / logistics / kenseaman / industrialsmonthly / . . . there is one file for each
month of 2000 . i need you to update this for march . this will need to be
distributed to gas control , logistics , and myself . let me know if you have
any questions .
d",yes
3688,spam,"Subject: buy cheap prescription drugs online dd
top rated online store .
hot new - levitra / lipitor / nexium
weekly speciasls on all our drugs .
- zocor
- soma
- ambien
- phentermine
- vlagra
- discount generic ' s on all
- more
next day discrete shipping on all products !
http : / / www . rxstoreusa . biz / shopping
please , i wish to receive no more discounts on valuable items .
http : / / www . rxstoreusa . biz / a . html
jet
djjdnj 33 xks npvjkps ekhvhdqkxhm xvgwk
cpjtrsbqgogmjnyi
uknuilrj
moqwrcaigwvvfpsljzycp
k p
e p
gp c j
",no
1902,ham,"Subject: november prelim wellhead production - estimate
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 10 / 24 / 2000 08 : 52
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
10 / 23 / 2000 04 : 42 pm
to : robert cotten / hou / ect @ ect
cc : gary a hanks / hou / ect @ ect , mary m smith / hou / ect @ ect , lisa
hesse / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : november prelim wellhead production - estimate
bob ,
please see the attached file estimating wellhead production for the month of
november . please be advised that this is a preliminary estimate as to this
date , we have received no noms for november and there may be revisions from
the traders . i will update you with any revisions as they occur .
thanks ,
vlt
x 3 - 6353",yes
4085,spam,"Subject: my phone number
hey , whats up ? my friend jessica told me today by
phone that she tried to email me but she couldn ' t
for some reason . . . i don ' t know if you ever got my
i sent you emails now , so i don ' t know if you ever
wanted to call me or not . . . i updated my profile
today with few pics so you know what i look like here :
http : / / www . pkjen . com / mcam . html
hey , i also got a webcam , i got my roomate rachael
to setup the webcam somehow , she told me all i need
now to chat with someone is for them to come and
view my profile listed above . it also has all
my pics i took earlier ; ) . . .
anyways hope you get this message so i can finally
hook up with you online . . . ; )
bye , jennifer
heritable inset durer burg alberta inferno congresswoman extenuate
exhaustion avowal decertify congeal interpolant recipient rosary massive
chisel tomograph duck lynchburg contribute stupid joyride acropolis
2",no
2768,ham,"Subject: re : deal 338634 meter 985077
daren ,
this has not yet shown up in unify . did you use the same deal ticket ?
daren j farmer @ ect
03 / 20 / 2001 10 : 53 am
to : michael olsen / na / enron @ enron
cc :
subject : re : deal 338634 meter 985077
done .
michael olsen @ enron
03 / 20 / 2001 10 : 48 am
to : daren j farmer / hou / ect @ ect
cc :
subject : deal 338634 meter 985077
the above deal was in the system for 7 / 1 / 00 to 12 / 31 / 00 . we have had continued flow on the following dates . . .
1 / 4 / 01 to 1 / 8 / 01
1 / 29 / 01
2 / 7 / 01 to 2 / 28 / 01
the total flow has been 2804 .
can this deal be extended to cover the january and february flow ?
",yes
2153,ham,"Subject: enron / hpl actuals for december 1 - 3 , 2000
december 1 , 2000
teco tap 35 . 000 / enron ; 105 . 625 / hpl iferc
december 2 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl iferc
december 3 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl iferc",yes
3510,ham,"Subject: ponderosa pine energy plant - start - up
fyi >
the ponderosa pine energy plant is forecasted to start - up on friday , september 28 , 2001 at approximately 6 : 00 am .
mm",yes
3067,ham,"Subject: re : glo / egm gas / crude swap
what do you think ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 04 / 17 / 2001 10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
joanie h ngo
04 / 16 / 2001 10 : 07 am
to : julie meyers / hou / ect @ ect
cc : katherine herrera / corp / enron @ enron
subject : re : glo / egm gas / crude swap
julie ,
deal 640685 for march 01 production : per daren farmer ( in the audit field in sitara ) , this was copied from deal # 547201 . this deal is the crude swap where volume stayed but price got zeroed out and booked as a demand charge under 679847 and 679848 .
please confirm that it is the crude swap and rebook as necessary .
if you have any questions or need additional clarification , please let me or katherine h . know .
thanks in advance for your help on this matter .
joanie
x 36574
- - - - - - - - - - - - - - - - - - - - - - forwarded by joanie h ngo / hou / ect on 04 / 16 / 2001 09 : 52 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
julie meyers
03 / 19 / 2001 05 : 33 pm
to : katherine herrera / corp / enron @ enron
cc : joanie h ngo / hou / ect @ ect , george weissman / hou / ect @ ect , bryce baxter / hou / ect @ ect , donnie myers / na / enron @ enron , kam keiser / hou / ect @ ect , elizabeth l hernandez / hou / ect @ ect
subject : re : glo / egm gas / crude swap
547201 & 591307 has been zeroed out . 679847 & 679848 have been created between ena & hplc . 679859 has been created for the sale to egm from ena wellhead . i have placed both january and february on that deal .
if this will not work , please let me know .
thanks ! !
julie
katherine herrera @ enron
03 / 06 / 2001 03 : 36 pm
to : julie meyers / hou / ect @ ect
cc :
subject : glo / egm gas / crude swap
fyi -
will the price be reversed on hplc sale for janol and feb 01 prod ?
thanks - katherine
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 03 / 06 / 2001 03 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp . from : bryce baxter @ ect 03 / 05 / 2001 06 : 33 pm
to : george weissman / hou / ect @ ect
cc : donnie myers / na / enron @ enron , katherine herrera / corp / enron @ enron , david baumbach / hou / ect @ ect
subject : glo / egm gas / crude swap
george - i ' ve done some t - accounts ( the bean counter in me ) and i think the following is the best way to handle this going forward :
change the existing deals , 547201 and 591307 , to a zero price . this will eliminate the a / r balance on hpl ' s books for glo , but will keep the volume nom ' d to glo and will not impact ua 4 .
enter a ticket on hpl for a sale to ena for the value of the gas that was zeroed out on the above tickets . this should be entered as a demand charge only and the amounts should be $ 974 , 144 for 1 / 01 and $ 766 , 304 for 2 / 01 .
enter a ticket on ena where the ena - wellhead book purchases the demand from hpl . the amounts would be the same as in # 2 above .
enter a ticket on ena where the ena - wellhead book sells demand to egm for the value of the crude oil for the prior month . for 1 / 01 , the sale would be for $ 886 , 638 . 60 ( the 12 / 00 crude oil delivered to egm by glo ) . for 2 / 01 , the sale would be for $ 839 , 008 . 29 ( the 1 / 01 crude oil delivered to egm by glo ) .
this will require the following steps be taken monthly as this deal goes forward :
the price on the sale from hpl to glo will need to be zeroed out monthly .
the demand charges on steps 2 and 3 will have to be updated to reflect the value zeroed out .
the demand charges on step 4 will have to be updated to reflect the value of the crude delivered to egm .
once this is done , the a / r balance for glo will be cleared , the margin will be on the ena wellhead book , and the intercompany transactions will move the money from egm to hpl . this needs to be done monthly prior to flash , which will prevent any oa variances . the index for the gas value is available shortly after the lst of the month , and since the volume is firm , there shouldn ' t be a problem calculating the value . we should also know the value of the crude oil so that we can flash the sale from ena to egm . if you have any questions or see a better way to do this , please let me know . thanks .
",yes
4619,spam,"Subject: young sluts getting creamy facials for $ 1 . 95
young
teens taking sperm loads on face cllck h 3 re to see it now for just $ 1 . 95 !",no
2570,ham,"Subject: panenergy 9 / 00
i finally heard back from duke regarding sept 2000 . they agree with our
spreadsheet , so i need a demand fee to adjust the price in sitara .
deal 157288 - demand fee of ( $ 8 , 745 . 69 )
thanks ,
megan",yes
3107,ham,"Subject: meters
daren ,
is there any industrial meters in particular i need to watch the imbalances since we are close to the end of the month ?
thanks - julie",yes
1279,ham,"Subject: re : centana mobil april 00
panenergy purchase : deal # 231758 .
gas in the amount of 271 mmbtus for april lst was purchased from panenergy on
deal # 231758 .
however , scheduling has indicated that they have no sale for that gas on day
one and as a result , it is not pathed in the system .
could you please review this item and see if it should or shouldn ' t be a sale
so that scheduling can either path april lst or i can dispute the volume
being billed to us by pan energy .
this is part of pan energy ' s exchange deal .
katherine
5 - 8643
- - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 07 / 28 / 2000
12 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
carlos j rodriguez @ ect
07 / 21 / 2000 09 : 37 am
to : katherine herrera / corp / enron @ enron
cc : thu nguyen / hou / ect @ ect , kristen j hanson / hou / ect @ ect , howard b
camp / hou / ect @ ect
subject : re : centana mobil april 00
katherine
as i told thu before ( see below ) , i did not see any volumes for that deal
in 4 / 00 . i think this volume is some residue that flow from the last day in
march and probably should be allocated to that month . i dont show a deal to
purchase or sell that gas in april . if you have any more questions please let
me know , thanks .
carlos
katherine herrera @ enron
07 / 20 / 2000 03 : 50 pm
to : carlos j rodriguez / hou / ect @ ect
cc : thu nguyen / hou / ect @ ect , kristen j hanson / hou / ect @ ect , howard b
camp / hou / ect @ ect
subject : re : centana mobil april 00
deal # 231758
this brokered gas in the amount of 271 mmbtus for april lst was purchased
from panenergy on deal # 231758
could you please review this item and see if it should be pathed , so that i
may pay pan energy for the gas in question ?
katherine
5 - 8643
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on
07 / 20 / 2000 03 : 43 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : thu nguyen @ ect 07 / 20 / 2000 03 : 38 pm
to : katherine herrera / corp / enron @ enron
cc :
subject : re : centana mobil april 00
katherine ,
this is a brokered deal ( buy deal 231758 and sell deal 93472 ) . this first
day was not pathed , that ' s why you are missing volume of 271 . per carlos
( see below ) the deal was not for day one .
thu
- - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 07 / 20 / 2000 03 : 34 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
from : thu nguyen on 05 / 11 / 2000 04 : 18 pm
to : carlos j rodriguez / hou / ect @ ect
cc :
subject : re : centana mobil april 00
carlos ,
i don ' t think i can allocate april ' s volume to march production . could you
please extend the deal to april 1 so that i can allocate it . thanks
thu
carlos j rodriguez
05 / 11 / 2000 08 : 34 am
to : thu nguyen / hou / ect @ ect
cc : carlos j rodriguez / hou / ect @ ect
subject : re : centana mobil april 00
thu , i did not see any volumes for that deal in 4 / 00 . i think this volume is
some residue that flow from the last day in march and probably should be
allocated to that month . if you have any more questions please let me know ,
thanks .
carlos 3 - 6673
from : thu nguyen 05 / 10 / 2000 09 : 31 am
to : carlos j rodriguez / hou / ect @ ect
cc : kyle r lilly / hou / ect @ ect
subject : centana mobil april 00
carlos ,
there is flow os 271 for 04 / 01 / 00 . deal 93472 was not path for the same
day . could you please let me know what needs to be done .
thu
3 - 7159",yes
4540,spam,"Subject: hello
how old can you really be to have fun ?
_ right in your area
_ lonely hoyse wlves
http : / / gemstongs . official . ws /
remove from further notice :
http : / / www . official . ws / rrondolf /
sig :
",no
2343,ham,"Subject: martin luther king day
tom has informed me that we will not be working on monday , january 15 th for
martin luther king day . it is both an enron holiday and a nymex holiday , so
have a nice , 3 - day weekend !
laura",yes
